order,id,count,hate_speech,offensive_language,neither,class,labels,tweet_hashed
1324,5524,3,2,1,0,0,2/1/2000,@###### hell naw fuck them bitches serves them right
1325,2980,3,1,2,0,1,1/2/2000,@###### cuz people at work are bitches they shit talkers and yeah dude I need a girls night out -___-
1326,2336,3,0,3,0,1,0-3-0,@ the chick who is gorgeous and so fine but her pussy stinks
1327,2720,3,2,0,1,0,2-0-1,@###### never followed him ignorant monkey
1328,930,3,0,1,2,2,0-1-2,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe
1329,5168,3,1,2,0,1,1/2/2000,@###### Come over queer
1330,14130,3,3,0,0,0,3-0-0,People on this site are fucking retarded sometimes
1331,19645,3,0,3,0,1,0-3-0,RT @###### them other bitches aint got nothing on me I can tell by how your still fucking with meeeee
1332,9138,3,0,3,0,1,0-3-0,Dumb bitch leave me alone
1333,5105,3,2,1,0,0,2/1/2000,"@###### And its people like you that give us all a bad name, you are a disgusting piece of shit of a person a nigger is what you are"
1334,1560,3,0,3,0,1,0-3-0,&#8220;@###### I surrounded my bad bitches I can't keep them out my face&#8221;&#128064;&#128064; #WhereTheyAtDoe &#128514;
1335,4230,3,0,0,3,2,0-0-3,@###### would be perfect w/a graham cracker flavored bun or a maple dougnut bar.
1336,14022,3,3,0,0,0,3-0-0,Only retards retweet fuckry
1337,14200,3,3,0,0,0,3-0-0,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
1338,23109,3,0,2,1,1,0-2-1,What was that knob to get shit back in focus when it started getting fuzzy?
1339,7132,3,0,3,0,1,0-3-0,@###### pussies! #StB
1340,2203,3,1,2,0,1,1/2/2000,"*scrolling through fb* some hoe says ""need a man 2 cuddle in the cold with"" bitch nobody wanna touch your #ratchet ass!"
1341,17899,3,0,0,3,2,0-0-3,RT @###### Peeps are trash.. Marsh mellows in general are trash
1342,3589,3,3,0,0,0,3-0-0,@###### you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.
1343,4187,3,2,1,0,0,2/1/2000,@###### shut your legs hoe
1344,21866,3,1,0,2,2,1-0-2,That long hair doesn't cover up your redneck
1345,3408,3,0,2,1,1,0-2-1,"@###### no, that nigga goin to work. Quit tryin to kill a nigga's vibe you broke bitch"
1346,4565,3,0,1,2,2,0-1-2,"@###### @###### @###### Typical Hitchens type atheist and was watching a doc on how hollywood hates god, ready to mock it."
1347,10811,3,1,0,2,2,1-0-2,I have no clothes that make me look like a redneck but I tried my best &#128514;
1348,14874,3,1,0,2,2,1-0-2,RT @###### abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L
1349,15035,3,0,3,0,1,0-3-0,RT @###### I can't be in my twenties stressing over a bitch who playin games. I'm straight lol
1350,3286,3,2,1,0,0,2/1/2000,"@###### yes now get off twitter, you lame negros should have never learned how to use the Internet"
1351,4751,3,2,1,0,0,2/1/2000,"@###### you tell me, coon."
1352,18482,3,0,3,0,1,0-3-0,RT @###### I love being loyal to one person &#9757;&#65039;fuck having hoes &#128107;&#128079;&#128524;&#128584;
1353,22519,3,1,2,0,1,1/2/2000,This hoe car smell like nigga let off a sweet potato bomb in her shit!
1354,22072,3,0,1,2,2,0-1-2,The redskins should change their name to the injuns
1355,9979,3,2,1,0,0,2/1/2000,"He ain't shit girl, &#128175;he a bitch made nigga !"
1356,23619,3,0,3,0,1,0-3-0,"Yeah it was a great one actually, I'm fucking hilarious bitches &#128129;&#128536;"
1357,6112,3,0,1,2,2,0-1-2,"@###### @###### Hey @###### why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now #MikeBrown"
1358,5218,3,0,0,3,2,0-0-3,@###### hey I'll leave Abbey too! Oh if I get a job on the slope I might move back! Cause id lose out on lots of money buying tickets
1359,17529,3,0,1,2,2,0-1-2,"RT @###### Yanks have a cocktail called an ""Irish car bomb"", but if you stuck two flakes in an ice cream cone and called it a 9/11 &#8230;"
1360,24946,3,0,3,0,1,0-3-0,so quit suckin on my dick and hop your fat ass elsewhere cuz i ain't tryna fuck with your globe ass bitch got her own orbit
1361,14623,3,0,3,0,1,0-3-0,RT @###### &#8220;@###### im a faggot&#8221; @######
1362,16096,3,2,1,0,0,2/1/2000,RT @###### Well maybe you're a whore you stupid ugly homeless bitch
1363,24600,3,2,0,1,0,2-0-1,"it means that im following orders and being subordinate. sue me, ya dyke"
1364,20202,3,0,2,1,1,0-2-1,RT @###### Shout out to all the bitches who don't have to dress half naked to get a mans &#128694;attention. Stay classy!
1365,21853,3,2,1,0,0,2/1/2000,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day &#128545;&#128545;&#128074;&#128298;&#128163;
1366,17274,3,3,0,0,0,3-0-0,RT @###### @###### Sav is a fag
1367,21572,3,2,1,0,0,2/1/2000,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.
1368,3220,3,0,0,3,2,0-0-3,@###### I can only hope Charlie Strong. #UTcoach
1369,17564,3,0,0,3,2,0-0-3,"RT @###### The most beautiful women I've met have bruised souls, tired eyes, &amp; quiet smiles. The survivors. The ones who know abo&#8230;"
1370,2913,3,1,2,0,1,1/2/2000,@###### ok! you billy goat hair hillbilly
1371,5104,3,0,2,1,1,0-2-1,@###### I'm the type to put that bitch in a river so you can gtf out my locations lol
1372,3328,3,0,2,1,1,0-2-1,"@###### you out yo mind. Rose colder than Kim, &amp; way more down to earth. Kanye bitch give him more problems than Wiz's does."
1373,25170,3,1,2,0,1,1/2/2000,what a broke niggah gone tell her.
1374,9448,3,0,1,2,2,0-1-2,Free wop
1375,23172,3,0,1,2,2,0-1-2,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.
1376,4460,3,3,0,0,0,3-0-0,@###### kill yourself ugly ass monkey looking shit
1377,7562,3,2,0,1,0,2-0-1,"@###### @###### ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;"
1378,14808,3,0,0,3,2,0-0-3,"RT @###### Crooked number followed by shut down frame, love it. #Yankees"
1379,10830,3,0,3,0,1,0-3-0,I heard them same pussy niggas hatin !
1380,2223,3,3,0,0,0,3-0-0,"...you're white, aren't you? *rolls eyes* RT @###### @###### RIP to my NIGGA Trayvon, a worthless spear chucker"
1381,115,3,0,3,0,1,0-3-0,"""@###### Got bitches in the DM but I don't ever read'em"" which is y your top 3"
1382,12343,3,2,1,0,0,2/1/2000,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa"
1383,12004,3,0,2,1,1,0-2-1,"Iknow a couple mf that does this, there favorite line i wouldnt Do that thats Young. bitch STOPP ' YOUR young minded"
1384,16710,3,0,0,3,2,0-0-3,"RT @###### Since 1914, Derek Jeter&#8217;s 91 multi-hit games vs @###### are 4th most among @###### behind Gehrig&#8217;s 121, Ruth&#8217;s 99 an&#8230;"
1385,6486,3,0,1,2,2,0-1-2,@###### also Nack which autocorrect changed so I'm putting my phone in the trash and going to sleep
1386,6741,3,2,1,0,0,2/1/2000,"@###### quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy"
1387,24029,3,2,1,0,0,2/1/2000,ahah fucking queer @###### kill urself
1388,2593,3,0,1,2,2,0-1-2,@###### for two year old Oreos?-_-
1389,13746,3,0,1,2,2,0-1-2,Noap. Not taking them. RT @###### Maca root pills making my vagina do the wop
1390,3634,3,0,3,0,1,0-3-0,@###### Yeaa black bitches actin like they too good for an average nigga like they just got A1 credit and pussy
1391,14137,3,2,0,1,0,2-0-1,"People who go to church in Hollywood, CA are all white trash filth."
1392,23947,3,3,0,0,0,3-0-0,You're a faggot if you use the cover your face emoji
1393,4791,3,1,2,0,1,1/2/2000,@###### @###### and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass
1394,21794,3,0,1,2,2,0-1-2,Thanks @###### for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014
1395,8080,3,2,1,0,0,2/1/2000,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them
1396,4294,3,0,0,3,2,0-0-3,@###### AS IN&gt; #nature #biology&gt; Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.
1397,24426,3,0,3,0,1,0-3-0,hoes get mad when they think you forget them
1398,5366,3,1,0,2,2,1-0-2,@###### whatever Neymar trash
1399,1287,3,0,2,1,1,0-2-1,&#8220;@###### And happy to be hoes too. Smh.&#8221;better than being in denial
1400,24303,3,2,1,0,0,2/1/2000,"everybody's favorite phrase to try and end an argument""You do you and I do me"" 
lmao faggots"
1401,11789,3,0,1,2,2,0-1-2,"If I ever committ a crime, you can cite LVL as being the sole influence."
1402,14677,3,2,0,1,0,2-0-1,"RT @###### Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;"
1403,16672,3,0,1,2,2,0-1-2,RT @###### @###### friendly reminder that you shouldn't try to have sex with birds
1404,9605,3,0,2,1,1,0-2-1,Funnie watching my nig interview on ESPN
1405,24539,3,0,3,0,1,0-3-0,"if bitches wanna nigga, get off the couch and go fine one&#128129;"
1406,12471,3,0,2,1,1,0-2-1,"Just smoked a whole 8th of that Reserve, thanks to my niggah @######"
1407,6319,3,1,0,2,2,1-0-2,@###### I ain't never orderin from no colored pizza stow
1408,4895,3,0,3,0,1,0-3-0,@###### No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee
1409,10717,3,0,0,3,2,0-0-3,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;"
1410,17560,3,0,1,2,2,0-1-2,"RT @###### ""Seton Catholic where their own students talk trash about how low of a division there football team is in."""
1411,2757,3,1,2,0,1,1/2/2000,@###### We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass
1412,14031,3,2,0,1,0,2-0-1,Only white trash watch football.
1413,16341,3,0,2,1,1,0-2-1,RT @######SHVILLE* RT @###### *Atlanta RT @###### Houston has so many trash drivers
1414,8689,3,0,0,3,2,0-0-3,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy."
1415,8294,3,0,3,0,1,0-3-0,Bitches be like niggas ain't shit ... Naw bitch maybe you just ain't shit
1416,11601,3,0,0,3,2,0-0-3,I'm just tryna get to sleep before the birds start getting rowdy.
1417,17540,3,0,2,1,1,0-2-1,RT @###### &#8220;@###### I say if a girl got 7 bodies or more and she 20 or younger she a hoe&#8221; ON GANG !
1418,24552,3,0,2,1,1,0-2-1,if uckin love freebees like pom I'm so duck to have here in hm life
1419,14769,3,1,0,2,2,1-0-2,RT @###### #IWantToPunchPeopleWho mock God
1420,18508,3,0,3,0,1,0-3-0,"RT @###### There's too much groupie bitches.
Hard to come across girls who aren't overly social and friendly with everyone."
1421,21681,3,0,2,1,1,0-2-1,Summer hoes turn into winter wifeys
1422,24082,3,1,0,2,2,1-0-2,auto tranny
1423,7891,3,2,1,0,0,2/1/2000,"Almost got to see a white boy get beat around today, but he ran like a bitch."
1424,12673,3,1,2,0,1,1/2/2000,"Let niggas hate, bitches loving it."
1425,20867,3,0,2,1,1,0-2-1,RT @###### free wop
1426,9749,3,0,3,0,1,0-3-0,Good Morning to you hoes and pimps.
1427,4446,3,0,1,2,2,0-1-2,@###### basic trash
1428,23960,3,2,1,0,0,2/1/2000,You're just another nigguh.
1429,15323,3,0,3,0,1,0-3-0,RT @###### That outside dick keep dem hoes sick...
1430,6164,3,0,0,3,2,0-0-3,@###### @###### They would make a great baby bird pic bruh!
1431,9847,3,0,0,3,2,0-0-3,Guess I'll have to add Robin Williams right next to Charlie Chaplin.Now Adam Sandler remains my only favorite comedian left.
1432,5791,3,0,1,2,2,0-1-2,@###### you mean trash.
1433,704,3,1,2,0,1,1/2/2000,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;"
1434,17803,3,0,2,1,1,0-2-1,"RT @###### Write in Christine LaPorta for #MOSen #Ferguson She represents all
ChappelleNadal refer to whites as crackers &amp; KKK ht&#8230;"
1435,10195,3,1,0,2,2,1-0-2,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?
1436,16795,3,0,0,3,2,0-0-3,RT @###### Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;
1437,21634,3,0,1,2,2,0-1-2,Stop rt'ing Celtics trash please
1438,21557,3,0,0,3,2,0-0-3,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @######
1439,20424,3,1,2,0,1,1/2/2000,RT @###### I say nigger with love
1440,11995,3,0,2,1,1,0-2-1,If your twitter is private but your Instagram is public u r probs a trash talking thot
1441,7888,3,1,2,0,1,1/2/2000,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die."
1442,6189,3,0,3,0,1,0-3-0,"@###### You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You can't last two minutes in my world bitch."
1443,6267,3,3,0,0,0,3-0-0,@###### probs that fag Vhia
1444,6043,3,1,2,0,1,1/2/2000,@###### bitch ain't fall down or nothing. bet she can take more licks than you. No?
1445,16359,3,0,3,0,1,0-3-0,RT @###### &#8220;@###### @###### finished the essay and the quiz bitch&#8221;good job bud proud of you
1446,3016,3,1,0,2,2,1-0-2,@###### @###### he wasn't training gook boy doe
1447,3590,3,0,1,2,2,0-1-2,@###### bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;
1448,6915,3,0,1,2,2,0-1-2,@###### chik fil a. hipotle is trash and taco bell will give you the runs
1449,21674,3,0,3,0,1,0-3-0,"Subtweeting little bitch ""taking the high road"""
1450,14103,3,1,2,0,1,1/2/2000,Pass them sticks bitch!!!!!!!
1451,4579,3,0,0,3,2,0-0-3,"@###### My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair."
1452,4657,3,0,0,3,2,0-0-3,@###### I think most RPGs are for the birds. I ain't no bird brain yo
1453,3348,3,0,2,1,1,0-2-1,@###### @###### Does da N mean negro?
1454,22369,3,0,1,2,2,0-1-2,"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day."
1455,11890,3,1,2,0,1,1/2/2000,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;
1456,8629,3,0,1,2,2,0-1-2,Cavs trash too
1457,4934,3,0,0,3,2,0-0-3,@###### their tortillas are trash though.
1458,21011,3,0,3,0,1,0-3-0,Run out with the baldhead bitch thing....
1459,21916,3,0,2,1,1,0-2-1,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard."
1460,5368,3,1,2,0,1,1/2/2000,@###### mannn Mexicans in Houston LOVE their high school freshman hoes
1461,5943,3,0,0,3,2,0-0-3,@###### haven't you ever heard the story of the birds and the bees
1462,20321,3,2,1,0,0,2/1/2000,RT @###### Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#10067;&#10068;
1463,6466,3,0,1,2,2,0-1-2,@###### Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.
1464,4114,3,0,0,3,2,0-0-3,"@###### @###### I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points"
1465,6827,3,3,0,0,0,3-0-0,"@###### @###### I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy"
1466,19841,3,0,0,3,2,0-0-3,"RT @###### 'che wigga! RT ""@###### If she puts up with you it's because she loves you, now make it worth her while&amp; love her back&#8230;"
1467,9252,3,0,2,1,1,0-2-1,Everybody that's still on Facebook ghetto or pregnant idc.
1468,21352,3,2,1,0,0,2/1/2000,Smh queer
1469,20305,3,0,2,1,1,0-2-1,RT @###### Words from jac.. You can't save every hoe.. You got to let them hurt.
1470,4269,3,1,2,0,1,1/2/2000,@###### lol ive gotten into with retards on here who actually think i am my avi -_-' ive gotten called ugly black bitch. like......
1471,14274,3,2,1,0,0,2/1/2000,Punk ass broke faggots.
1472,535,3,2,1,0,0,2/1/2000,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
1473,684,3,1,0,2,2,1-0-2,"#BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy."
1474,7601,3,2,0,1,0,2-0-1,@###### I hear Bill likes trailer trash like you. @###### @###### @###### @###### @######
1475,22657,3,1,0,2,2,1-0-2,"Tilt my chin back, slit my throat, take a bath in my blood, get to know me"
1476,4697,3,0,3,0,1,0-3-0,@###### fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call
1477,4533,3,0,0,3,2,0-0-3,@###### @###### @###### I miss the pizza! The passion.
1478,5825,3,0,0,3,2,0-0-3,@###### &#128514; I'm a wexican
1479,7853,3,1,2,0,1,1/2/2000,All these faggot fell asleep on me
1480,4954,3,2,1,0,0,2/1/2000,@###### fuck Miley tranny looking now damn ass nigga
1481,10715,3,2,1,0,0,2/1/2000,I hate all these industry fags. I hope they all get the Nigerian Summer Flu
1482,25273,3,0,2,1,1,0-2-1,you drove me redneck crazy
1483,7357,3,0,2,1,1,0-2-1,@###### best O-Lineman is a rookie. It's him and a bunch of retards I wouldn't trust with a potato gun.
1484,13841,3,2,1,0,0,2/1/2000,OMG @###### @###### ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
1485,8381,3,0,3,0,1,0-3-0,Bowling Green's campus looks old as fuck. Like state penitentiary old. But they do have a lot of bitches so I guess that counts for a lot
1486,19903,3,0,1,2,2,0-1-2,RT @###### I'm getting trash talked by a 8 year old #wtf
1487,9536,3,1,2,0,1,1/2/2000,Fuck the club. Especially Dallas clubs. Nothing but stank pussy and thirsty niggas.
1488,22602,3,2,1,0,0,2/1/2000,This rain got yall women talking out your ass.. A nigga should spend 80% of his income on a bitch &#128514;&#128514; bruh get these hoes the fuck outta here
1489,686,3,0,0,3,2,0-0-3,"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?"
1490,2219,3,3,0,0,0,3-0-0,...aaaaaaaaand it begins. RT @###### Fucking niggers that's all Kentucky is and ever will be
1491,24824,3,1,2,0,1,1/2/2000,on some field nigger shit
1492,19897,3,0,2,1,1,0-2-1,"RT @###### Jammer just said to me he thought ""mustard on the beat ho"" was saying ""Abdullah on the beat"" this whole time LOOOOOOOL"
1493,40,3,0,1,2,2,0-1-2,""" momma said no pussy cats inside my doghouse """
1494,1461,3,2,1,0,0,2/1/2000,&#8220;@###### You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot
1495,6528,3,0,1,2,2,0-1-2,"@###### aka he wanna keep you warm, shoulda just introduced himself #coons"
1496,10548,3,0,1,2,2,0-1-2,I dont understand rich people who dress like trash
1497,4625,3,0,0,3,2,0-0-3,@###### @###### @###### get some money and stop playing that old trash.
1498,5549,3,2,1,0,0,2/1/2000,"@###### @###### @###### Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me"
1499,4168,3,0,0,3,2,0-0-3,"@###### His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities"
1500,2339,3,0,1,2,2,0-1-2,@###### hick yes
1501,8102,3,1,2,0,1,1/2/2000,BC y'all hoes
1502,4762,3,0,1,2,2,0-1-2,@###### hopefully not back in da ghetto?
1503,8048,3,2,1,0,0,2/1/2000,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.
1504,8059,3,0,0,3,2,0-0-3,At all my ritz crackers. Idk what to do with myself anymore.
1505,13711,3,0,1,2,2,0-1-2,No girls no hoes just me myself and I
1506,1625,3,0,2,1,1,0-2-1,&#8220;@###### Trenton Gossman is the sexiest hillbilly I have ever seen&#8221; &#128129;&#128514;&#128514;&#128514;
1507,6263,3,1,2,0,1,1/2/2000,"@###### and how is that what I'm suppose to go for the team who beat us, that's retarded"
1508,623,3,0,1,2,2,0-1-2,"""You look like little birds help you get dressed in the morning"""
1509,23366,3,0,2,1,1,0-2-1,Why is Baltimore so damn ghetto &#128514;
1510,19896,3,1,2,0,1,1/2/2000,RT @###### Nobody want no pussy 25 other niggas done had before
1511,8510,3,0,2,1,1,0-2-1,"COME TO TND!!!! Atrocities starts at 7, followed by Lost Cause, Auramea, Night Verses, and NORMA JEAN! Let's fill this bitch."
1512,16506,3,0,3,0,1,0-3-0,"RT @###### Fuck a hoe, respect a woman, love a lady&#128175;"
1513,21473,3,0,2,1,1,0-2-1,"Some bitches just have NO luck with men lmao.. Maybe YOU'RE the problem sweetheart, it can't all be our fault lol"
1514,16219,3,0,2,1,1,0-2-1,"RT @###### Yeah start me as your flex player next week. Trick plays, catching passes, flipping the bird, smashing asses, should al&#8230;"
1515,17957,3,2,1,0,0,2/1/2000,RT @###### A real nigga gone teach his bitch the game not run it on her &#128582;&#128130;&#128520;
1516,18485,3,0,2,1,1,0-2-1,"RT @###### Oreos: First you twist it, then you- aw crap, it broke."
1517,20175,3,0,3,0,1,0-3-0,RT @###### @###### @###### it's knives bitch
1518,6880,3,0,1,2,2,0-1-2,"@###### I really did, right off my bed. Where you put all these dam yellow starburst!!!! *throws them out the window* &#128553;"
1519,4467,3,0,2,1,1,0-2-1,"@###### But no joke I will say NO IT IS NOT an Oleander and wife will say Son of a bitch.. Ron, yes the hell it is get out your book"
1520,14050,3,0,0,3,2,0-0-3,Or get swept in MoTown LOL #Yankees #Tigers #MLB
1521,10903,3,1,2,0,1,1/2/2000,I know OG niggaz and bitches
1522,24501,3,0,1,2,2,0-1-2,i reblogged them to mock her god bless
1523,7165,3,2,1,0,0,2/1/2000,@###### im going to murder that fucking cunt
1524,10402,3,0,0,3,2,0-0-3,I can't sleep so ima watch Spongebob and eat crackers and peanut butter
1525,4569,3,2,1,0,0,2/1/2000,@###### Fucking coon
1526,20236,3,0,2,1,1,0-2-1,RT @###### this is very annoying to me im gonna vomit out of annoyance bc i am a little bitch
1527,6703,3,2,0,1,0,2-0-1,@###### He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.
1528,15532,3,1,2,0,1,1/2/2000,RT @###### Niggas want a virgin porn star and bitches want a dangerous safe nigga.
1529,21555,3,2,1,0,0,2/1/2000,"Soon @###### will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots."
1530,11598,3,0,2,1,1,0-2-1,"I'm just saying, in your twitter pic you look like such a guido and i love it #pattyfuckingboges"
1531,24582,3,0,3,0,1,0-3-0,"imma tall dread head wit a fat face
bitch do better"
1532,9238,3,2,1,0,0,2/1/2000,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.
1533,6434,3,0,0,3,2,0-0-3,@###### it totally does. smells like brownies every day i walk to work.
1534,3082,3,2,1,0,0,2/1/2000,@###### those little #ISIS faggots usually have bags over their heads anyway. Makes bullet placement interesting thru a scope.
1535,14148,3,0,0,3,2,0-0-3,"Perhaps I'm not a ""diehard"" Yankee fan, but there's no more point in watching this debacle #Yankees #Tigers #MLB So what else is on? LOL"
1536,5358,3,0,1,2,2,0-1-2,@###### and we all fell asleep @######
1537,2068,3,2,1,0,0,2/1/2000,' Don't sleep on ma niggah CHood &#128076; @###### &#128175;&#128175;
1538,1490,3,1,2,0,1,1/2/2000,&#8220;@###### Spitting on people just shows you weren't raised right. In another words it's a bitch nigga trait.&#8221; @######
1539,5263,3,0,1,2,2,0-1-2,@###### Everything Jay-Z writes is trash.
1540,24146,3,2,1,0,0,2/1/2000,bitch you're white stfu with your shitty Spanish
1541,23672,3,0,3,0,1,0-3-0,Yo bitch wanna fuck the squad!!&#128526;
1542,12158,3,0,1,2,2,0-1-2,Is it weird licking your own nip?
1543,13683,3,2,1,0,0,2/1/2000,Niggas wear wigs more than bitches these days.
1544,13791,3,2,0,1,0,2-0-1,"Not trying to follow any spooks, no offense ..."
1545,22622,3,2,1,0,0,2/1/2000,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks 3mins ago but they closed
1546,8034,3,0,2,1,1,0-2-1,Arturo keeps calling me ghetto &#128532;
1547,17976,3,0,2,1,1,0-2-1,"RT @###### a girl tweeted ""you might be ghetto if u bring food from outside into the movies""
no u might be stupid if u pay 4.99 for a b&#8230;"
1548,15760,3,0,3,0,1,0-3-0,"RT @###### Scientists recently discovered that bitches, do in fact, be trippin'."
1549,13789,3,0,3,0,1,0-3-0,"Not trash, just plain as fuck for $225. And come on, no elephant print on a 3?"
1550,4353,3,1,2,0,1,1/2/2000,@###### Yeah man. He even scare me and I is a nigger
1551,3296,3,1,2,0,1,1/2/2000,@###### nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;
1552,3570,3,2,1,0,0,2/1/2000,@###### done that spell check we know you meant fat liberal Dyke feminist Nazi bitches
1553,13007,3,1,2,0,1,1/2/2000,MY CHEST&#8230; RT @###### ima make a song called perez hilton and its gonabe about a gay party boy who&#8217;s a fat slut with no bitches.
1554,5920,3,0,3,0,1,0-3-0,@###### you are a bitch!!!!
1555,8394,3,0,2,1,1,0-2-1,Brad Pitt is older than Charlie Sheen. What the fuckkkkkkkkkkkkk.
1556,23997,3,3,0,0,0,3-0-0,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.
1557,3033,3,0,2,1,1,0-2-1,@###### Hell na !! Hes a honky brah
1558,1423,3,2,1,0,0,2/1/2000,&#8220;@###### Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.
1559,6779,3,0,0,3,2,0-0-3,@###### mk Hun just textith me
1560,20322,3,0,1,2,2,0-1-2,RT @###### nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...
1561,22099,3,1,2,0,1,1/2/2000,The word bitch don't apply to all women but all women got a little bitch in em
1562,10825,3,0,0,3,2,0-0-3,I hear the birds in the summer breeze; I drive fast; I am alone at midnight.
1563,24725,3,1,2,0,1,1/2/2000,my NECK! my BACK! Lick my pussy and my crack!
1564,22332,3,1,2,0,1,1/2/2000,They got some trashy ass hoes out here
1565,4282,3,0,3,0,1,0-3-0,"@###### @###### @###### bitch you said you don't even like trae , fuckin poser!!"
1566,7846,3,1,2,0,1,1/2/2000,All these bitches know that you're my nigga &#128075;
1567,12165,3,0,0,3,2,0-0-3,Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers
1568,16860,3,0,0,3,2,0-0-3,"RT @###### But yall make the MUTUAL DECISION to have sex on the first date, but she's trash? What kind of math??"
1569,23812,3,3,0,0,0,3-0-0,You have my word we will RT @###### @###### beat those fucking faggots pls
1570,449,3,0,2,1,1,0-2-1,"""Everything look better with a bitch next to it"""
1571,7392,3,3,0,0,0,3-0-0,@###### I believe that you fuckin can punk nigga bitch&#128520;&#128170;
1572,1643,3,0,0,3,2,0-0-3,&#8220;@###### &#8220;@###### #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; @###### @######
1573,21951,3,0,0,3,2,0-0-3,"The Devil Wears Charlie, by Revlon. #lesserfilms"
1574,9166,3,0,0,3,2,0-0-3,Early morning beer as a reward for waking up and taking the trash out
1575,12362,3,0,1,2,2,0-1-2,Jets trash
1576,9466,3,1,2,0,1,1/2/2000,Fronting bitches get that I just got off the island dick. Then I never hit them up again because I'm a fronting ass nigga
1577,761,3,1,2,0,1,1/2/2000,#OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed
1578,3894,3,0,0,3,2,0-0-3,@###### do u still have ur blk. pom?
